,rmse,mae,mape
"((0, 0, 6), (0, 1, 0, 7))",30636.356468802296,24416.37443334599,4.131942036602325
"((0, 0, 6), (1, 1, 0, 7))",30636.390668105323,24416.409278413677,4.131946222703905
"((0, 0, 6), (0, 1, 1, 7))",30636.44521157243,24416.46484936589,4.131952898703302
"((0, 1, 4), (2, 1, 0, 7))",30636.63655198007,24416.65977065352,4.131976315512744
"((3, 1, 5), (3, 1, 0, 7))",30637.42398273879,24417.461552173776,4.132072637291152
"((5, 1, 0), (1, 0, 1, 7))",30638.81316861537,24418.87454580009,4.132242386849515
"((4, 2, 5), (3, 1, 0, 7))",30639.32282655807,24419.392456287114,4.132304605867921
"((2, 1, 2), (3, 0, 0, 7))",30639.69209327519,24419.767541034667,4.1323496665596755
"((6, 2, 2), (2, 1, 0, 7))",30639.90864296416,24419.987439641813,4.13237608401178
"((4, 2, 4), (3, 0, 0, 7))",30640.020746749913,24420.101258828614,4.132389757645074
"((6, 2, 6), (4, 1, 1, 7))",30640.032259493153,24420.112947033143,4.13239116180396
"((3, 2, 6), (4, 1, 1, 7))",30640.161000268552,24420.24364094759,4.132406862677514
"((6, 2, 6), (0, 1, 2, 7))",30640.628347634593,24420.71794049382,4.132463842508847
"((0, 1, 3), (2, 1, 0, 7))",30640.83656195406,24420.929182554828,4.132489220009423
"((7, 0, 4), (0, 1, 1, 7))",30641.149132585975,24421.246217934586,4.13252730695808
"((1, 2, 6), (3, 1, 0, 7))",30641.254763181834,24421.353335525684,4.132540175497217
"((2, 1, 5), (3, 1, 0, 7))",30642.62706419971,24422.74395446813,4.1327072370797575
"((4, 1, 2), (3, 0, 0, 7))",30642.90984286472,24423.030277313144,4.13274163438742
"((6, 0, 2), (2, 1, 0, 7))",30643.071884157554,24423.194314110053,4.13276134089799
"((5, 1, 2), (2, 1, 0, 7))",30643.639455233806,24423.768671385587,4.1328303411341185
"((6, 1, 0), (3, 0, 0, 7))",30643.821398199096,24423.952722870294,4.132852452103101
"((10, 2, 6), (0, 1, 2, 7))",30644.265960561956,24424.40230076375,4.13290646200622
"((4, 1, 3), (3, 1, 0, 7))",30644.289085305245,24424.425681103883,4.132909270796251
"((3, 2, 6), (4, 1, 0, 7))",30644.77117983844,24424.91298506655,4.132967812909188
"((1, 2, 6), (0, 1, 1, 7))",30645.38829708796,24425.536439331227,4.133042711397133
"((7, 1, 6), (0, 1, 2, 7))",30646.734123337013,24426.89479785892,4.133205897384586
"((3, 2, 3), (3, 0, 0, 7))",30647.578070900894,24427.745705965783,4.133308120970494
"((4, 1, 5), (3, 1, 0, 7))",30647.87342855226,24428.043336453746,4.133343876718394
"((4, 1, 2), (0, 1, 1, 7))",30647.993098735282,24428.163903471945,4.133358361000354
"((0, 1, 6), (3, 1, 0, 7))",30650.193503468683,24430.378332791406,4.133624390791292
"((3, 2, 2), (3, 0, 0, 7))",30650.233308274976,24430.418348330615,4.133629198045892
"((0, 2, 8), (3, 1, 0, 7))",30651.04495819645,24431.23396324971,4.13372718169545
"((0, 0, 6), (2, 1, 0, 7))",30651.132639175696,24431.322034712626,4.133737762133787
"((0, 2, 0), (0, 1, 1, 7))",30651.82625902888,24432.018483876032,4.13382142984163
"((5, 1, 4), (2, 1, 0, 7))",30651.88897337049,24432.08143132104,4.133828992013739
"((1, 2, 5), (3, 0, 0, 7))",30651.97440418369,24432.167173617752,4.133839292638405
"((1, 2, 5), (0, 1, 1, 7))",30652.202691404324,24432.39625893058,4.1338668137325945
"((2, 2, 5), (0, 0, 0, 0))",30652.259131731385,24432.452888890504,4.133873616955559
"((2, 2, 5), (0, 0, 0, 7))",30652.259131731385,24432.452888890504,4.133873616955559
"((1, 2, 4), (3, 0, 0, 7))",30652.5492947945,24432.743978814982,4.13390858695486
"((1, 1, 5), (3, 1, 0, 7))",30652.927494934367,24433.123266343035,4.133954152546368
"((1, 1, 5), (0, 1, 1, 7))",30653.121613428622,24433.317889961374,4.1339775335954005
"((2, 1, 3), (3, 0, 0, 7))",30653.71025115429,24433.907839853295,4.134048407045743
"((4, 2, 4), (4, 0, 2, 7))",30654.070834793703,24434.269064379307,4.13409180264401
"((1, 1, 3), (3, 0, 0, 7))",30654.65476913833,24434.853774466497,4.134162046612009
"((6, 2, 1), (3, 0, 0, 7))",30655.314847612637,24435.51434020207,4.134241403475192
"((1, 0, 7), (0, 0, 0, 0))",30655.573586294642,24435.773157242165,4.134272496381372
"((1, 0, 7), (0, 0, 0, 7))",30655.573586294642,24435.773157242165,4.134272496381372
"((6, 0, 0), (0, 1, 1, 7))",30655.579276075354,24435.778848033795,4.134273180042888
"((6, 1, 1), (2, 1, 0, 7))",30656.023293681134,24436.22285007189,4.134326520092323
"((6, 1, 6), (0, 1, 2, 7))",30656.32242488907,24436.521865710863,4.1343624422449174
"((0, 2, 8), (3, 0, 0, 7))",30656.90359884659,24437.10257360638,4.13443220541084
"((3, 2, 1), (2, 1, 0, 7))",30656.919868285866,24437.118825413938,4.134434157816784
"((3, 1, 3), (3, 0, 0, 7))",30657.330690609895,24437.52911983824,4.1344834484123165
"((1, 1, 4), (0, 1, 1, 7))",30657.666539491503,24437.864419082336,4.134523729484747
"((0, 0, 4), (2, 0, 1, 7))",30658.26361850482,24438.460258997442,4.134595310531229
"((0, 1, 7), (3, 0, 0, 7))",30658.600018271612,24438.795813160203,4.1346356222282346
"((6, 1, 1), (3, 0, 0, 7))",30659.483231842965,24439.676301590127,4.134741399437233
"((5, 1, 1), (1, 0, 1, 7))",30660.193606764304,24440.383954914567,4.134826413153545
"((4, 1, 6), (0, 1, 2, 7))",30660.295311891434,24440.48523180173,4.134838580021495
"((0, 2, 11), (4, 0, 0, 7))",30660.971701256687,24441.15852763729,4.134919466211359
"((1, 2, 9), (3, 1, 0, 7))",30661.951333408775,24442.13292382177,4.13503652499981
"((6, 2, 1), (3, 1, 0, 7))",30662.25526529407,24442.43504990353,4.135072820824501
"((2, 0, 7), (0, 0, 0, 7))",30662.415456948904,24442.594255272168,4.135091946912907
"((2, 0, 7), (0, 0, 0, 0))",30662.415456948904,24442.594255272168,4.135091946912907
"((6, 0, 1), (0, 1, 1, 7))",30664.067591019455,24444.234830266898,4.1352890368895565
"((1, 2, 9), (3, 0, 0, 7))",30664.78127719447,24444.942742918913,4.135374081760108
"((4, 2, 1), (2, 1, 0, 7))",30665.584446060617,24445.738853102474,4.135469722214212
"((2, 0, 2), (0, 0, 1, 7))",30666.351434010892,24446.498546744264,4.1355609877781765
"((9, 2, 6), (0, 1, 2, 7))",30666.657361936963,24446.80141457931,4.135597372713171
"((2, 0, 6), (2, 1, 0, 7))",30666.85764659744,24446.999649395755,4.135621187592387
"((4, 2, 3), (0, 1, 1, 7))",30668.78891550203,24448.909270170432,4.135850599301757
"((3, 2, 8), (2, 0, 0, 7))",30669.05175488501,24449.16890022927,4.135881789879694
"((3, 1, 0), (2, 1, 0, 7))",30670.711227375985,24450.8066602958,4.136078541685802
"((0, 0, 4), (3, 0, 2, 7))",30671.088527213185,24451.17867504856,4.1361232335646685
"((4, 1, 2), (3, 1, 0, 7))",30672.116470053006,24452.19156561559,4.136244916864027
"((0, 2, 2), (0, 0, 1, 7))",30672.244997524438,24452.318143929555,4.136260123311172
"((4, 1, 5), (0, 1, 1, 7))",30672.78779956515,24452.852549938758,4.136324324014104
"((5, 2, 5), (0, 1, 2, 7))",30672.884621582773,24452.947846420335,4.136335772427855
"((4, 0, 0), (2, 1, 0, 7))",30673.203919345207,24453.262053499664,4.136373519599503
"((1, 0, 8), (0, 0, 0, 7))",30673.483862727862,24453.53745818836,4.136406605257785
"((1, 0, 8), (0, 0, 0, 0))",30673.483862727862,24453.53745818836,4.136406605257785
"((0, 1, 7), (3, 1, 0, 7))",30673.552020179803,24453.60449994576,4.1364146592988655
"((6, 1, 0), (3, 1, 0, 7))",30674.308416520624,24454.34823450135,4.136504007622877
"((2, 1, 4), (0, 1, 1, 7))",30675.08302198825,24455.109341662323,4.136595442999537
"((6, 0, 3), (0, 1, 1, 7))",30675.199687650802,24455.22392775705,4.136609208765082
"((2, 1, 5), (0, 1, 1, 7))",30675.22627856063,24455.2500429796,4.136612346109378
"((4, 1, 0), (2, 1, 0, 7))",30676.51828279513,24456.518173485598,4.136764692580962
"((4, 0, 3), (0, 0, 1, 7))",30676.551167246653,24456.55043086092,4.1367685678109085
"((6, 2, 6), (5, 1, 1, 7))",30677.28539911467,24457.270410832934,4.1368550623852665
"((0, 0, 3), (3, 1, 0, 7))",30677.42066019988,24457.402994098415,4.136870990235429
"((0, 0, 5), (1, 0, 2, 7))",30678.79050741283,24458.744806627976,4.137032188474443
"((3, 0, 0), (0, 0, 0, 7))",30678.943680313518,24458.89474136227,4.13705020083802
"((3, 0, 0), (0, 0, 0, 0))",30678.943680313518,24458.89474136227,4.13705020083802
"((2, 1, 0), (0, 0, 1, 7))",30679.07649430904,24459.02473078186,4.137065817077298
"((5, 2, 2), (1, 0, 1, 7))",30680.287951929993,24460.2097044695,4.13720817352987
"((0, 2, 10), (4, 0, 0, 7))",30680.479585744157,24460.397030283897,4.137230677859451
"((7, 0, 0), (0, 1, 1, 7))",30680.65517579834,24460.56864459569,4.13725129469246
"((3, 0, 5), (1, 0, 1, 7))",30681.780770680285,24461.668109096205,4.137383378524915
"((5, 2, 5), (5, 1, 0, 7))",30682.201460547374,24462.078746985993,4.137432710382568
"((4, 0, 11), (0, 0, 0, 7))",30682.643494844902,24462.510052078436,4.137484525088309
"((4, 0, 11), (0, 0, 0, 0))",30682.643494844902,24462.510052078436,4.137484525088309
"((5, 2, 2), (2, 1, 0, 7))",30683.34882628821,24463.197909131748,4.137567160585627
"((0, 0, 4), (0, 1, 2, 7))",30685.44678133295,24465.241320548696,4.137812645193002
"((6, 1, 0), (1, 0, 1, 7))",30686.6211386962,24466.383475018556,4.137949857571905
"((0, 0, 4), (1, 1, 1, 7))",30686.749426041995,24466.508172050617,4.137964838011821
"((3, 2, 8), (5, 1, 0, 7))",30688.12913862432,24467.848371456515,4.138125842458716
"((3, 2, 9), (5, 1, 0, 7))",30689.380769412302,24469.062736374814,4.138271729817817
"((3, 0, 2), (2, 1, 0, 7))",30689.54989318131,24469.226721287527,4.138291430095294
"((7, 1, 0), (0, 1, 1, 7))",30690.46235080387,24470.111029983367,4.138397666250772
"((0, 0, 5), (1, 1, 0, 7))",30690.6145252457,24470.258440426645,4.138415375359418
"((9, 2, 3), (0, 1, 0, 7))",30691.42798700771,24471.04609951231,4.138510000543454
"((5, 1, 1), (2, 1, 0, 7))",30691.626196812653,24471.23793642264,4.138533046812172
"((4, 1, 6), (5, 1, 0, 7))",30691.642198066107,24471.253421734964,4.138534907135445
"((3, 0, 5), (0, 0, 0, 0))",30691.815509493317,24471.421130929917,4.138555054828432
"((3, 0, 5), (0, 0, 0, 7))",30691.815509493317,24471.421130929917,4.138555054828432
"((0, 0, 2), (2, 1, 0, 7))",30692.108988555006,24471.705064894104,4.138589165148625
"((6, 0, 0), (3, 1, 0, 7))",30692.28278859317,24471.873177616242,4.138609361319228
"((0, 0, 5), (1, 1, 2, 7))",30693.980997475315,24473.514461658102,4.1388065364770386
"((10, 2, 3), (0, 1, 2, 7))",30694.23490817557,24473.75965047312,4.138835992160553
"((9, 0, 5), (0, 0, 0, 7))",30694.636721356357,24474.147549544305,4.138882592297168
"((9, 0, 5), (0, 0, 0, 0))",30694.636721356357,24474.147549544305,4.138882592297168
"((3, 2, 6), (1, 1, 2, 7))",30696.165406288506,24475.62204959666,4.1390597309112644
"((0, 0, 2), (0, 1, 2, 7))",30696.379094660733,24475.82800640917,4.139084473470123
"((0, 0, 5), (0, 1, 1, 7))",30696.836082103346,24476.26833015785,4.1391373716293804
"((1, 0, 5), (2, 1, 0, 7))",30698.436849179507,24477.809340617037,4.139322500450918
"((4, 1, 4), (0, 1, 0, 7))",30701.539067469126,24480.78964336443,4.139680538212543
"((4, 2, 5), (3, 0, 0, 7))",30703.704149277688,24482.864892335198,4.139929847614736
"((1, 1, 0), (0, 0, 1, 7))",30703.949943449108,24483.100242693963,4.139958121358311
"((5, 0, 0), (2, 1, 0, 7))",30704.55276572327,24483.67723972249,4.1400274387203595
"((0, 0, 1), (2, 0, 1, 7))",30704.84540604382,24483.95723504834,4.1400610758734375
"((0, 0, 2), (1, 1, 1, 7))",30705.763438733684,24484.835141700514,4.140166542921353
"((0, 0, 2), (0, 1, 1, 7))",30708.425881979252,24487.377299721695,4.14047194429992
"((6, 0, 1), (2, 1, 0, 7))",30708.426330483413,24487.377727474395,4.140471995687862
"((0, 0, 1), (3, 0, 2, 7))",30709.26389937961,24488.17625729081,4.14056792682382
"((1, 2, 6), (3, 0, 0, 7))",30709.659932068913,24488.553631829658,4.140613262598953
"((0, 0, 2), (1, 1, 0, 7))",30709.733037498736,24488.62327911003,4.140621629653739
"((7, 0, 1), (0, 1, 1, 7))",30709.777101341555,24488.665256474433,4.140626672591609
"((1, 0, 6), (2, 1, 0, 7))",30710.632493218054,24489.47983173936,4.140724531342633
"((2, 2, 3), (2, 1, 0, 7))",30711.31713606283,24490.13137761352,4.1408028046075165
"((0, 0, 11), (0, 0, 0, 7))",30713.506396711648,24492.212259750813,4.141052790748453
"((0, 0, 11), (0, 0, 0, 0))",30713.506396711648,24492.212259750813,4.141052790748453
"((4, 0, 5), (2, 1, 0, 7))",30715.237331924156,24493.85477161672,4.141250113410531
"((0, 0, 3), (5, 1, 0, 7))",30715.44047548681,24494.047380032032,4.141273252363763
"((3, 2, 10), (5, 1, 0, 7))",30715.447534099254,24494.054071985945,4.141274056299605
"((0, 1, 7), (0, 1, 0, 7))",30715.761949924487,24494.352115039317,4.1413098616109245
"((5, 2, 1), (3, 0, 0, 7))",30716.237124527164,24494.802395383635,4.141363955902762
"((5, 1, 0), (3, 0, 0, 7))",30717.12613717932,24495.644348147496,4.14146510364127
"((3, 0, 3), (1, 0, 1, 7))",30718.1464117376,24496.609837433418,4.14158109240218
"((0, 1, 7), (1, 1, 0, 7))",30719.350746428165,24497.748437661405,4.141717877793318
"((3, 1, 4), (2, 1, 0, 7))",30719.395026631137,24497.79027903132,4.141722904393532
"((1, 0, 0), (0, 0, 0, 0))",30720.31019192991,24498.654691572418,4.141826750330528
"((1, 0, 0), (0, 0, 0, 7))",30720.31019192991,24498.654691572418,4.141826750330528
"((3, 2, 2), (2, 1, 0, 7))",30720.338268750507,24498.681200837964,4.141829935013061
"((0, 1, 8), (0, 0, 0, 7))",30720.572328658134,24498.90216869537,4.141856480919219
"((0, 1, 8), (0, 0, 0, 0))",30720.572328658134,24498.90216869537,4.141856480919219
"((0, 0, 5), (5, 1, 1, 7))",30721.0444438474,24499.347744523337,4.141910010035421
"((1, 0, 0), (1, 1, 0, 7))",30721.456805470814,24499.73678173287,4.141956746901939
"((4, 2, 2), (2, 1, 0, 7))",30722.409426760336,24500.635007242145,4.1420646549495554
"((1, 2, 4), (0, 0, 1, 7))",30722.667416471,24500.878142478807,4.142093863927059
"((3, 2, 6), (0, 1, 2, 7))",30724.024208285053,24502.155952588688,4.1422473732549046
"((2, 2, 7), (2, 0, 0, 7))",30725.49700044544,24503.541377737063,4.1424138108825765
"((4, 0, 5), (0, 0, 1, 7))",30725.638555024474,24503.6744459059,4.142429796986457
"((0, 0, 4), (0, 1, 1, 7))",30726.18933383017,24504.192055961234,4.142491979912594
"((3, 2, 7), (5, 1, 0, 7))",30726.828894718907,24504.79280490985,4.142564150704319
"((5, 0, 5), (0, 1, 1, 7))",30726.898319923173,24504.857997869654,4.142571982640663
"((0, 0, 4), (1, 1, 0, 7))",30727.56201578891,24505.481044897235,4.142646832205306
"((0, 0, 5), (2, 1, 0, 7))",30728.761178977307,24506.605897028177,4.142781965972999
"((0, 0, 5), (2, 1, 1, 7))",30729.54774487869,24507.34311540739,4.142870531478148
"((2, 0, 3), (2, 1, 0, 7))",30730.003287877767,24507.76985995497,4.142921798304223
"((0, 0, 5), (3, 1, 0, 7))",30730.165495105488,24507.921774120154,4.142940048466127
"((0, 0, 5), (2, 0, 1, 7))",30730.596975684606,24508.3257757919,4.142988583083749
"((2, 1, 2), (2, 1, 0, 7))",30730.674276122416,24508.3981381843,4.142997276317692
"((3, 0, 4), (2, 1, 0, 7))",30730.761675659378,24508.479948989156,4.143007104633782
"((5, 1, 6), (3, 1, 1, 7))",30731.245640314315,24508.93286025633,4.143061514990735
"((0, 1, 7), (0, 0, 0, 7))",30731.70336920749,24509.361053393422,4.143112955842669
"((0, 1, 7), (0, 0, 0, 0))",30731.70336920749,24509.361053393422,4.143112955842669
"((4, 2, 5), (1, 1, 1, 7))",30732.226278992923,24509.850024545005,4.143171698242839
"((3, 2, 6), (5, 1, 0, 7))",30732.462529130848,24510.0708724213,4.143198229735103
"((4, 1, 1), (2, 1, 0, 7))",30733.54435507171,24511.081622733796,4.143319655915636
"((4, 0, 3), (2, 1, 0, 7))",30735.55732354159,24512.959959882566,4.143545309376149
"((5, 0, 3), (2, 1, 0, 7))",30736.164134168303,24513.52558040917,4.143613260025609
"((0, 2, 7), (2, 1, 0, 7))",30736.29006908684,24513.64293184791,4.143627358004912
"((2, 2, 1), (0, 0, 1, 7))",30736.63841138057,24513.967469093957,4.143666346187989
"((0, 2, 6), (2, 1, 0, 7))",30736.951049291678,24514.258663537494,4.143701328743655
"((4, 0, 1), (2, 1, 0, 7))",30737.16975833807,24514.462327536745,4.143725795856092
"((3, 0, 3), (2, 1, 0, 7))",30737.440867855712,24514.71473706409,4.143756118997679
"((1, 0, 7), (2, 1, 0, 7))",30737.806762490996,24515.055305606646,4.143797033095672
"((5, 2, 1), (3, 1, 0, 7))",30737.878158965188,24515.12174842731,4.143805015183669
"((3, 0, 5), (2, 1, 0, 7))",30737.943874615663,24515.18290116586,4.143812361749265
"((0, 0, 5), (1, 0, 0, 7))",30738.519950744412,24515.718838203487,4.14387674638183
"((3, 2, 3), (2, 1, 0, 7))",30738.688517604547,24515.87561247541,4.143895580411174
"((0, 0, 5), (5, 1, 0, 7))",30739.13559679391,24516.291311090252,4.143945520237489
"((5, 0, 4), (2, 1, 0, 7))",30739.3080482152,24516.451617832638,4.143964778639095
"((5, 0, 1), (2, 1, 0, 7))",30739.43838755511,24516.572763315216,4.1439793324146965
"((0, 0, 3), (3, 1, 1, 7))",30739.614354254427,24516.736297400985,4.143998978532217
"((2, 0, 4), (2, 1, 0, 7))",30739.685496745726,24516.80240682733,4.144006920567988
"((5, 2, 1), (0, 1, 1, 7))",30740.27087407499,24517.34622630612,4.144072252155219
"((5, 0, 5), (2, 1, 0, 7))",30740.330662615474,24517.401755758274,4.144078923169018
"((4, 0, 2), (2, 1, 0, 7))",30740.53566057263,24517.592130112935,4.1441017937340545
"((4, 0, 5), (0, 0, 0, 7))",30741.010220125496,24518.03271569029,4.144154723348022
"((4, 0, 5), (0, 0, 0, 0))",30741.010220125496,24518.03271569029,4.144154723348022
"((1, 2, 7), (2, 1, 0, 7))",30741.06292335162,24518.08163543533,4.144160600306671
"((1, 1, 7), (0, 0, 0, 0))",30741.799460252834,24518.7650795966,4.144242705662549
"((1, 1, 7), (0, 0, 0, 7))",30741.799460252834,24518.7650795966,4.144242705662549
"((5, 1, 0), (0, 1, 1, 7))",30742.647958503447,24519.551910961753,4.144337231408634
"((5, 1, 0), (3, 1, 0, 7))",30744.32626773163,24521.10666128768,4.144524010864871
"((2, 0, 5), (2, 1, 0, 7))",30745.664384256044,24522.344762171248,4.144672749736922
"((5, 1, 3), (2, 1, 0, 7))",30746.081546107016,24522.730472131352,4.144719086885347
"((3, 2, 5), (1, 1, 1, 7))",30746.459586374636,24523.07989872389,4.144761065142473
"((2, 2, 6), (2, 0, 0, 7))",30746.55925971857,24523.172010218997,4.144772130928845
"((4, 2, 5), (2, 1, 0, 7))",30747.775357703456,24524.295255910838,4.1449070717074665
"((2, 0, 2), (0, 0, 0, 7))",30749.266356267322,24525.67092439985,4.145072337221842
"((2, 0, 2), (0, 0, 0, 0))",30749.266356267322,24525.67092439985,4.145072337221842
"((0, 0, 4), (0, 1, 0, 7))",30750.42048998116,24526.734662693358,4.145200129097315
"((2, 2, 5), (4, 0, 0, 7))",30750.962075543885,24527.233492872943,4.145260055908806
"((3, 1, 2), (2, 1, 0, 7))",30751.863744654598,24528.06350381293,4.145359769019945
"((1, 2, 4), (2, 1, 0, 7))",30752.173380225995,24528.34839477227,4.145393994308458
"((1, 2, 5), (2, 1, 0, 7))",30753.867790280445,24529.906158156187,4.145581135737499
"((5, 0, 2), (2, 1, 0, 7))",30755.32254770977,24531.241931118988,4.145741608415001
"((1, 2, 0), (2, 0, 0, 7))",30755.673301817023,24531.56376762263,4.145780272145213
"((0, 0, 5), (3, 0, 2, 7))",30756.002816440414,24531.86603463552,4.145816584900621
"((2, 1, 4), (2, 1, 0, 7))",30757.169087381917,24532.93523645168,4.145945033134721
"((3, 1, 3), (2, 1, 0, 7))",30759.076126887114,24534.68144165016,4.146154812963682
"((1, 2, 1), (0, 0, 1, 7))",30760.585683717454,24536.061836235513,4.146320646246202
"((2, 1, 3), (2, 1, 0, 7))",30761.4776289966,24536.876698136748,4.146418539432188
"((5, 1, 1), (0, 1, 1, 7))",30763.773051217893,24538.971140315796,4.146670154604607
"((0, 0, 4), (1, 1, 2, 7))",30763.815050447014,24539.009427349083,4.146674754205674
"((3, 1, 5), (2, 1, 0, 7))",30765.488383891283,24540.533843133235,4.146857889430986
"((0, 0, 3), (4, 1, 1, 7))",30765.66345917425,24540.6932232487,4.146877036512551
"((0, 0, 3), (5, 1, 1, 7))",30766.275576913933,24541.250295774113,4.146943960250494
"((0, 0, 3), (4, 1, 0, 7))",30766.35766750722,24541.324984206578,4.14695293292255
"((1, 1, 6), (2, 1, 0, 7))",30766.856105286268,24541.77837560779,4.14700740096026
"((1, 2, 6), (2, 1, 0, 7))",30768.507850253296,24543.27959511107,4.147187749507443
"((1, 1, 4), (2, 1, 0, 7))",30769.245883166077,24543.949751489617,4.147268258539596
"((2, 1, 6), (2, 1, 0, 7))",30769.56301211145,24544.23759710584,4.147302838784914
"((6, 1, 2), (2, 1, 0, 7))",30769.578678021833,24544.251814620344,4.147304546801684
"((1, 1, 3), (2, 1, 0, 7))",30770.975579895025,24545.51887640583,4.147456764882854
"((0, 1, 6), (2, 1, 0, 7))",30772.980439498922,24547.335011670955,4.147674945739046
"((1, 2, 10), (0, 0, 0, 0))",30775.77770037108,24549.864301231588,4.14797880116903
"((1, 2, 10), (0, 0, 0, 7))",30775.77770037108,24549.864301231588,4.14797880116903
"((6, 2, 1), (2, 1, 0, 7))",30778.667542523006,24552.471641831085,4.148292033236764
"((0, 0, 5), (3, 1, 1, 7))",30782.230324790464,24555.6782770755,4.1486772613838925
"((0, 0, 0), (2, 0, 2, 7))",30783.031534373175,24556.398206446018,4.148763749879255
"((0, 0, 5), (4, 1, 0, 7))",30783.12692198012,24556.48388830269,4.148774043242975
"((4, 2, 5), (1, 1, 0, 7))",30786.343870430668,24559.369911755817,4.149120754790337
"((0, 0, 0), (3, 0, 1, 7))",30787.861333632856,24560.728857704926,4.149284011347483
"((1, 1, 5), (2, 1, 0, 7))",30788.851505839088,24561.614762923695,4.149390439300755
"((3, 2, 5), (1, 1, 0, 7))",30789.694957532894,24562.36888094458,4.149481035039203
"((0, 1, 5), (2, 1, 0, 7))",30789.998443274384,24562.64010709664,4.149513618710262
"((0, 0, 4), (4, 1, 2, 7))",30790.53997299376,24563.123921486804,4.149571741604471
"((0, 0, 4), (3, 1, 2, 7))",30790.55565710803,24563.137931105735,4.1495734246457685
"((2, 2, 6), (0, 0, 1, 7))",30793.992088324627,24566.203539783935,4.149941710609376
"((3, 2, 6), (1, 1, 1, 7))",30794.60825699284,24566.752392256647,4.150007646833796
"((6, 1, 0), (2, 1, 0, 7))",30796.162687034466,24568.135890243142,4.150173852942464
"((6, 1, 0), (0, 1, 1, 7))",30797.0213339696,24568.899435772273,4.150265581251741
"((1, 2, 2), (0, 0, 0, 7))",30801.753255600976,24573.098618547454,4.15077004879377
"((1, 2, 2), (0, 0, 0, 0))",30801.753255600976,24573.098618547454,4.15077004879377
"((0, 2, 9), (0, 0, 0, 0))",30803.220216011414,24574.397467303424,4.150926085592946
"((0, 2, 9), (0, 0, 0, 7))",30803.220216011414,24574.397467303424,4.150926085592946
"((3, 0, 8), (0, 0, 0, 0))",30803.691454572407,24574.81440724877,4.1509761745461216
"((3, 0, 8), (0, 0, 0, 7))",30803.691454572407,24574.81440724877,4.1509761745461216
"((4, 1, 3), (2, 1, 0, 7))",30804.19983861914,24575.26405184941,4.151030192463087
"((0, 0, 0), (1, 0, 1, 7))",30807.544998449004,24578.218560334706,4.151385131438902
"((0, 0, 5), (4, 1, 1, 7))",30808.06868514502,24578.6804407678,4.151440619303868
"((4, 1, 2), (2, 1, 0, 7))",30809.45871574407,24579.905568480182,4.151587799647955
"((5, 0, 4), (0, 1, 0, 7))",30809.606187109777,24580.03547264894,4.151603405645651
"((5, 2, 3), (0, 1, 1, 7))",30809.628809214348,24580.055398720466,4.151605799458177
"((1, 2, 5), (0, 0, 1, 7))",30810.912358930633,24581.18544559783,4.151741557295147
"((2, 2, 7), (4, 0, 0, 7))",30811.040743248202,24581.29841852081,4.151755129262794
"((2, 2, 10), (4, 0, 0, 7))",30812.799191758255,24582.844729146804,4.151940894818255
"((0, 0, 0), (1, 0, 2, 7))",30813.926443392284,24583.83496115091,4.1520598560380675
"((2, 2, 4), (1, 0, 1, 7))",30815.6857149239,24585.378789235754,4.152245323354203
"((2, 1, 5), (2, 1, 0, 7))",30816.810509024468,24586.364819712177,4.152363779824769
"((0, 0, 2), (2, 1, 1, 7))",30817.938364045487,24587.352737507645,4.152482463027832
"((0, 2, 8), (0, 0, 0, 7))",30819.12503037688,24588.391311389496,4.152607231784384
"((0, 2, 8), (0, 0, 0, 0))",30819.12503037688,24588.391311389496,4.152607231784384
"((3, 2, 6), (0, 0, 1, 7))",30820.88128642559,24589.92678164,4.15279169503464
"((1, 2, 8), (0, 0, 0, 0))",30822.039420755267,24590.938274040447,4.152913210365684
"((1, 2, 8), (0, 0, 0, 7))",30822.039420755267,24590.938274040447,4.152913210365684
"((3, 2, 6), (1, 1, 0, 7))",30830.832834389694,24598.591328102473,4.153832607681397
"((6, 1, 1), (0, 1, 1, 7))",30831.075562326085,24598.80190795221,4.153857905627422
"((0, 2, 12), (4, 0, 0, 7))",30832.076233109936,24599.669667498427,4.153962153655858
"((0, 0, 0), (2, 0, 0, 7))",30832.289462923527,24599.854497231932,4.153984358119523
"((3, 0, 2), (0, 0, 1, 7))",30832.771746716357,24600.272444118746,4.154034568041305
"((4, 0, 5), (0, 1, 1, 7))",30833.195440663843,24600.63950098996,4.154078664306584
"((2, 0, 0), (0, 0, 0, 0))",30836.972467651718,24603.90685388609,4.154471186750283
"((2, 0, 0), (0, 0, 0, 7))",30836.972467651718,24603.90685388609,4.154471186750283
"((2, 1, 0), (0, 0, 0, 0))",30839.638233781643,24606.207749515073,4.154747604144945
"((2, 1, 0), (0, 0, 0, 7))",30839.638233781643,24606.207749515073,4.154747604144945
"((0, 1, 0), (0, 0, 1, 7))",30847.762432671407,24613.1939550633,4.155586889817829
"((0, 0, 4), (2, 1, 0, 7))",30848.788917574184,24614.073891846423,4.155692600754905
"((2, 2, 2), (0, 0, 1, 7))",30850.702493640336,24615.712630216367,4.155889470089196
"((3, 2, 0), (2, 1, 0, 7))",30850.742207413896,24615.746617496432,4.1558935531407215
"((2, 2, 6), (4, 0, 0, 7))",30851.439634607163,24616.34333030561,4.155965239052066
"((4, 1, 5), (2, 1, 0, 7))",30851.629847844313,24616.506026086972,4.155984784460142
